<html><head>
<meta http-equiv="content-type" content="text/html; charset=UTF-8"></head><body>oid,otype,morph_type,morph_qual
6297158,"Sy2",,
623504,"Sy1",,
625505,"Sy1",,
6121895,"Sy2",,
2679033,"Sy2",,
11052790,"Sy2",,
11052806,"Sy2",,
6297160,"Sy2",,
10584350,"Sy2",,
11053061,"Sy2",,
2648482,"Sy2",,
11053583,"Sy2",,
7842489,"Sy1",,
8444021,"Sy1",,
2830215,"Sy2","S",D
444175,"Sy2",,
7845089,"Sy2",,
11053806,"Sy2",,
8426916,"Sy1",,
6297168,"Sy1",,
11048553,"Sy2",,
11055049,"Sy2",,
8428510,"Sy2",,
6297171,"Sy1",,
11055537,"Sy2",,
561782,"Sy2",,
2664794,"Sy2",,
11055891,"Sy2",,
11055952,"Sy2",,
11055860,"Sy2",,
2855625,"Sy2",,
2664796,"Sy2",,
7842544,"Sy2",,
472939,"Sy2","SBbs",D
11054283,"Sy2",,
7842549,"Sy2",,
7842511,"Sy1",,
2664801,"Sy2",,
8268153,"Sy2",,
8428525,"Sy2",,
11057528,"Sy2",,
11057522,"Sy2",,
8428534,"Sy2",,
7842569,"Sy1",,
8428535,"Sy2",,
8357966,"Sy2",,
11057660,"Sy2",,
8444030,"Sy2",,
5319706,"Sy2",,
2880647,"Sy1",,
11058161,"Sy2",,
2937659,"Sy2","S",D
2938320,"Sy1",,
632956,"Sy1",,
5319708,"Sy2",,
2634289,"Sy2",,
11058557,"Sy2",,
2634292,"Sy2",,
8443897,"Sy1",,
444182,"Sy2",,
2650209,"Sy2",,
2650215,"Sy2",,
8444035,"Sy2",,
8268086,"Sy2",,
8435668,"Sy2",,
8268428,"Sy2",,
2712306,"Sy2",,
8428587,"Sy1",,
11060901,"Sy2",,
7842659,"Sy2",,
5681647,"Sy2",,
10584296,"Sy2",,
11061900,"Sy2",,
8425165,"Sy2",,
5319723,"Sy2",,
8425169,"Sy2",,
632965,"Sy1",,
632977,"Sy1",,
11062431,"Sy2",,
7842692,"Sy1",,
633415,"Sy1",,
633411,"Sy1",,
633427,"Sy1",,
633423,"Sy1",,
633976,"Sy1",,
633979,"Sy1",,
2939136,"Sy2",,
8268385,"Sy1",,
424682,"Sy2",,
7952996,"Sy1",,
9081133,"Sy2","Sa",D
11063888,"Sy2",,
11064178,"Sy2",,
11064452,"Sy2",,
7842736,"Sy1",,
10584403,"Sy1",,
7842756,"Sy1",,
2883126,"Sy2","cG",D
8620258,"Sy2",,
11067081,"Sy2",,
11066993,"Sy2",,
10584303,"Sy1",,
8268178,"Sy2",,
634269,"Sy1",,
632973,"Sy1",,
2697669,"Sy1",,
632967,"Sy1",,
8428654,"Sy2",,
8435774,"Sy2",,
2713036,"Sy2","Sa",D
8444054,"Sy2",,
2635562,"Sy2",,
11069738,"Sy2",,
2635816,"Sy1",,
8268415,"Sy2",,
7842855,"Sy2",,
441106,"Sy2",,
2814779,"Sy1",,
7842875,"Sy2",,
8268484,"Sy2",,
11070618,"Sy2",,
11070703,"Sy2",,
9081405,"Sy2","Sa",D
9081455,"Sy2","SBb",D
2834929,"Sy2","Sb",D
634277,"Sy1",,
8268234,"Sy2",,
8268297,"Sy2",,
9716453,"Sy2",,
7842912,"Sy2",,
11071939,"Sy2",,
11072090,"Sy2",,
415599,"Sy2",,
2917010,"Sy1",,
8266043,"Sy2",,
11072753,"Sy2",,
6326719,"Sy2",,
415293,"Sy2",,
11073188,"Sy2",,
11073477,"Sy2",,
2918264,"Sy2",,
2780261,"Sy2",,
2918407,"Sy2",,
2918405,"Sy2",,
11074330,"Sy2",,
2918303,"Sy1",,
2943679,"Sy2",,
11074602,"Sy2",,
2944147,"Sy2",,
633977,"Sy1",,
633758,"Sy2",,
2919409,"Sy2",,
632969,"Sy1",,
633407,"Sy1",,
2919415,"Sy2",,
11076248,"Sy2",,
5319773,"Sy2",,
11076199,"Sy2",,
7845818,"Sy2","?rs...",D
8428745,"Sy2",,
2895871,"Sy1",,
2838190,"Sy2",,
10584287,"Sy1",,
2838720,"Sy2",,
11078935,"Sy2",,
8268340,"Sy2",,
2838848,"Sy2","0.1",D
5053104,"Sy2",,
8041001,"Sy2","-3",D
7842991,"Sy1",,
2619566,"Sy1",,
11130139,"Sy2",,
5054951,"Sy2",,
8428787,"Sy2",,
8990411,"Sy1",,
11139070,"Sy2",,
4699292,"Sy2",,
8267906,"Sy2",,
4909398,"Sy2",,
5319790,"Sy2",,
8268558,"Sy2",,
5319793,"Sy2","Sbc/Sc",D
3777825,"Sy2",,
11151551,"Sy2",,
8428805,"Sy2",,
1690847,"Sy1",,
11159666,"Sy2","-1",D
8267907,"Sy2",,
11170781,"Sy2",,
7843068,"Sy1",,
5059168,"Sy2",,
3777831,"Sy2",,
8268565,"Sy1",,
7843098,"Sy1",,
1690470,"Sy1","Sa",E
1137270,"Sy1",,
642582,"Sy1",,
1673305,"Sy1",,
1673299,"Sy1",,
642228,"Sy1",,
642580,"Sy1",,
642448,"Sy1",,
643214,"Sy1",,
642602,"Sy1",,
1672885,"Sy1",,
10982147,"Sy2",,
7937655,"Sy2",,
10440252,"Sy1",,
8268014,"Sy2",,
1690371,"Sy1",,
10681531,"Sy2",,
4500412,"Sy2",,
7818690,"Sy1",,
1712710,"Sy1",,
1712243,"Sy1",,
1690368,"Sy1",,
1712238,"Sy1",,
665095,"Sy1",,
1672830,"Sy1",,
1215264,"Sy1",,
1223172,"Sy1",,
1225277,"Sy1",,
12252786,"Sy2",,
12254625,"Sy2",,
12254802,"Sy2","E+A",E
12255271,"Sy1",,
12256604,"Sy1",,
663897,"Sy1",,
1225716,"Sy1",,
1225693,"Sy1",,
12258203,"Sy2",,
12258945,"Sy2",,
12259082,"Sy2",,
12259621,"Sy1",,
12259628,"Sy1",,
12259727,"Sy1",,
12259766,"Sy2",,
12260562,"Sy2",,
12261211,"Sy2",,
1226222,"Sy1",,
664350,"Sy1",,
663903,"Sy1",,
12263598,"Sy2",,
12263609,"Sy2",,
12265775,"Sy2",,
12269062,"Sy2",,
664367,"Sy1",,
665426,"Sy1",,
663884,"Sy1",,
12271410,"Sy2",,
12271573,"Sy2",,
12272206,"Sy2",,
12275264,"Sy1",,
12275694,"Sy2",,
12276263,"Sy2",,
12282284,"Sy2",,
12283742,"Sy2",,
12283848,"Sy2",,
1228489,"Sy1",,
1228677,"Sy1",,
12287536,"Sy2",,
12287691,"Sy2",,
1228844,"Sy1",,
1657820,"Sy1",,
1229145,"Sy1",,
12291184,"Sy2",,
12291176,"Sy2",,
1229222,"Sy1",,
12292300,"Sy1",,
12292291,"Sy2",,
12295905,"Sy2",,
1229739,"Sy1",,
12298854,"Sy2",,
1229943,"Sy1",,
12299830,"Sy2",,
12303956,"Sy2",,
12306800,"Sy2",,
12310649,"Sy2",,
12311132,"Sy2",,
12312963,"Sy2",,
12312648,"Sy2",,
12314160,"Sy2",,
8041034,"Sy2",,
12315316,"Sy2",,
12317075,"Sy2",,
683673,"Sy1",,
12319852,"Sy1",,
12321796,"Sy2",,
12322495,"Sy2",,
12326478,"Sy2",,
12329803,"Sy2",,
12330442,"Sy1",,
12330446,"Sy2",,
12330581,"Sy2",,
12330875,"Sy2",,
1689967,"Sy1",,
12331218,"Sy2",,
12331500,"Sy2",,
12332303,"Sy1",,
1870583,"Sy1",,
1939474,"Sy2","Sa",C
12338557,"Sy1",,
12339168,"Sy2",,
1235679,"Sy1",,
12299212,"Sy2",,
7840709,"Sy1",,
683682,"Sy1",,
1689969,"Sy1",,
1433634,"Sy2","Sb",D
10439217,"Sy1",,
1319074,"Sy2",,
1338783,"Sy1",,
1672420,"Sy1",,
1368428,"Sy1",,
1369163,"Sy1",,
1369210,"Sy1",,
1372809,"Sy2",,
1374240,"Sy1",,
693172,"Sy1",,
1374699,"Sy1",,
1376656,"Sy2",,
1377169,"Sy2",,
1396100,"Sy1",,
5774790,"Sy1",,
1191358,"Sy2","-0.4",D
701435,"Sy1",,
1767886,"Sy1",,
1770505,"Sy1",,
5319727,"Sy2",,
1711828,"Sy2","S",D
1730051,"Sy1",,
1711749,"Sy1",,
10444012,"Sy1",,
7840885,"Sy1",,
7840888,"Sy1",,
1748956,"Sy1","SB",C
7937635,"Sy1",,
4909391,"Sy1",,
4909377,"Sy1",,
13213981,"Sy1",,
1689494,"Sy1",,
1278986,"Sy2",,
12296612,"Sy2",,
1730874,"Sy1",,
1730441,"Sy1",,
1730443,"Sy1",,
1711743,"Sy1",,
1711747,"Sy1",,
4549888,"Sy1",,
1711748,"Sy1",,
8268103,"Sy1",,
7940114,"Sy2",,
7839603,"Sy1",,
8707410,"Sy2","E",D
4118249,"Sy1",,
7840733,"Sy1",,
730452,"Sy1",,
7840712,"Sy1",,
7840710,"Sy1",,
7840707,"Sy1",,
1385007,"Sy1",,
2680056,"Sy1",,
5397101,"Sy1",,
5397134,"Sy1",,
2255955,"Sy2","S0-Sa",D
5319511,"Sy2",,
5319559,"Sy2",,
2664318,"Sy2",,
8443890,"Sy1",,
4495062,"Sy1",,
1711106,"Sy2","Sb",D
7840834,"Sy1",,
645772,"Sy2",,
1729553,"Sy2",,
7840929,"Sy1",,
10605290,"Sy1",,
7840866,"Sy1",,
10584422,"Sy1",,
1729701,"Sy2",,
460711,"Sy1","Im/BCD",C
7840741,"Sy1",,
4118702,"Sy1",,
1711745,"Sy1",,
1711744,"Sy1",,
10441617,"Sy1",,
5397372,"Sy1",,
1866685,"Sy1",,
1866901,"Sy1",,
1887434,"Sy1",,
1887504,"Sy1",,
769738,"Sy1",,
1887416,"Sy1",,
1866872,"Sy1",,
11531085,"Sy1",,
1866900,"Sy1",,
1866880,"Sy1",,
1866860,"Sy1",,
1866892,"Sy1",,
1913635,"Sy1",,
10457198,"Sy1",,
1886755,"Sy1",,
1912914,"Sy1",,
12289185,"Sy1",,
1886234,"Sy1",,
12289098,"Sy1",,
10584280,"Sy1","-2",D
1847282,"Sy1",,
1886757,"Sy2",,
1866384,"Sy1",,
1866185,"Sy1",,
1886551,"Sy1",,
7841509,"Sy2",,
12290827,"Sy2",,
1866372,"Sy1",,
1769546,"Sy2","-5",D
1847473,"Sy1","S0/a",E
1866371,"Sy1",,
1866379,"Sy1",,
815500,"Sy1",,
1847458,"Sy1",,
1847477,"Sy1",,
441002,"Sy1",,
833593,"Sy1",,
833594,"Sy1",,
1886235,"Sy1",,
7813517,"Sy1",,
442890,"Sy1",,
8267964,"Sy2",,
1581578,"Sy2","E:",D
7813513,"Sy1",,
10584505,"Sy1",,
5319791,"Sy2",,
10584425,"Sy1",,
1886228,"Sy1",,
982347,"Sy1",,
578003,"Sy1",,
10455481,"Sy1",,
514291,"Sy1",,
110311,"Sy1",,
364740,"Sy1",,
394822,"Sy1",,
665199,"Sy2",,
633993,"Sy1",,
628506,"Sy1",,
642262,"Sy2",,
665444,"Sy2",,
665195,"Sy2",,
682076,"Sy2",,
683687,"Sy1",,
694510,"Sy1",,
706500,"Sy2",,
833900,"Sy1",,
706504,"Sy1",,
753484,"Sy2",,
369546,"Sy1",,
382396,"Sy2",,
395601,"Sy2",,
494355,"Sy2",,
464872,"Sy2",,
555083,"Sy2",,
984133,"Sy2",,
465313,"Sy2",,
448579,"Sy2",,
551006,"Sy2",,
447534,"Sy1",,
447201,"Sy2",,
461422,"Sy2",,
446893,"Sy2",,
446144,"Sy2",,
446157,"Sy2",,
458792,"Sy2",,
443572,"Sy1",,
443055,"Sy2",,
417264,"Sy2",,
297384,"Sy2",,
645707,"Sy2",,
5402162,"Sy1",,
440997,"Sy1",,
1912606,"Sy1",,
1628770,"Sy1",,
1808430,"Sy2",,
1912527,"Sy1",,
5319772,"Sy2",,
4495205,"Sy1",,
10059391,"Sy1",,
1188599,"Sy2","-2.0",D
4126019,"Sy1",,
4126081,"Sy1",,
2138469,"Sy2",,
1938363,"Sy2",,
511232,"Sy1",,
1912948,"Sy1","S",C
4041395,"Sy1",,
10584458,"Sy1",,
10457891,"Sy1",,
1912366,"Sy1","Sc(dSc)",C
12291211,"Sy2",,
4125448,"Sy1",,
4125694,"Sy1",,
655221,"Sy2",,
654975,"Sy2",,
645852,"Sy2",,
12292634,"Sy2",,
10584388,"Sy1",,
645767,"Sy2",,
4148580,"Sy1",,
636938,"Sy1",,
1962590,"Sy1",,
5319549,"Sy2",,
1962562,"Sy1",,
12293148,"Sy2",,
12292061,"Sy2",,
1938160,"Sy1",,
3764740,"Sy1",,
12287971,"Sy2",,
1885800,"Sy1",,
1885824,"Sy1",,
1912242,"Sy1",,
1885816,"Sy1",,
7840711,"Sy1",,
441684,"Sy2","E/S0",D
1885202,"Sy1",,
12289374,"Sy2",,
665423,"Sy1",,
701755,"Sy1",,
701758,"Sy1",,
510803,"Sy1",,
1937248,"Sy1",,
467127,"Sy1",,
459334,"Sy2",,
449717,"Sy1",,
1912245,"Sy1",,
12290689,"Sy2",,
1934485,"Sy1",,
1934631,"Sy2",,
4135148,"Sy2",,
1911013,"Sy2",,
5905844,"Sy2",,
1937178,"Sy1",,
2057301,"Sy1",,
636497,"Sy1",,
12292681,"Sy2",,
1934885,"Sy1","S0+",E
539038,"Sy1",,
10267370,"Sy1",,
1612928,"Sy1",,
12289868,"Sy2",,
1912916,"Sy1",,
5003276,"Sy1",,
1912246,"Sy1",,
1866542,"Sy2","S",D
1868041,"Sy2","E",D
4739722,"Sy1","Sab-Scd",D
1911939,"Sy1",,
10457893,"Sy1",,
1885786,"Sy1",,
923261,"Sy1",,
642668,"Sy2",,
679006,"Sy1",,
471872,"Sy1",,
363237,"Sy1",,
2112376,"Sy2",,
2273558,"Sy1",,
2943415,"Sy2",,
2198719,"Sy2",,
2151880,"Sy1",,
2051606,"Sy2",,
2043464,"Sy1",,
2257981,"Sy1",,
2649009,"Sy2",,
2621838,"Sy1",,
2222922,"Sy2",,
2112970,"Sy2",,
619728,"Sy1",,
2055246,"Sy2",,
585547,"Sy1",,
1792218,"Sy2",,
2664798,"Sy2",,
2170595,"Sy2",,
5319413,"Sy2",,
664353,"Sy1",,
624120,"Sy1",,
2664313,"Sy1",,
715399,"Sy1",,
2255945,"Sy1",,
722924,"Sy1",,
5492857,"Sy2",,
738971,"Sy1",,
739906,"Sy1",,
739936,"Sy1",,
1911192,"Sy1",,
1911608,"Sy1",,
1911604,"Sy1",,
1887415,"Sy1",,
4125496,"Sy1",,
754308,"Sy1",,
642193,"Sy1",,
1911603,"Sy1",,
1911602,"Sy1",,
774626,"Sy1",,
1910955,"Sy1","Sb",C
773883,"Sy1",,
1808410,"Sy2",,
1934528,"Sy1",,
791097,"Sy1",,
583408,"Sy1",,
493591,"Sy2",,
493609,"Sy1",,
338577,"Sy1",,
514267,"Sy1",,
1937174,"Sy1",,
791978,"Sy1",,
320980,"Sy1",,
1911605,"Sy1",,
1911222,"Sy2",,
338556,"Sy1",,
541303,"Sy1",,
488855,"Sy1",,
606216,"Sy1",,
558171,"Sy2",,
1633226,"Sy2","Sc",C
1846949,"Sy1",,
1829794,"Sy2",,
968123,"Sy1",,
618487,"Sy1",,
1846764,"Sy1",,
7841276,"Sy1",,
1846655,"Sy1",,
4123065,"Sy1",,
1308638,"Sy2",,
12284905,"Sy2",,
2303619,"Sy1",,
1827590,"Sy1",,
1827591,"Sy1",,
985388,"Sy1",,
984987,"Sy1",,
2114301,"Sy1",,
984142,"Sy1",,
596280,"Sy2",,
1827592,"Sy1",,
1827596,"Sy1",,
494946,"Sy1",,
1827593,"Sy1",,
1305977,"Sy2",,
1576435,"Sy2",,
381118,"Sy1",,
1827582,"Sy1",,
623502,"Sy1",,
625149,"Sy1",,
625651,"Sy2",,
624149,"Sy1",,
642601,"Sy1","Sm/Im",D
411662,"Sy1",,
642608,"Sy1",,
632975,"Sy1",,
665096,"Sy1",,
683713,"Sy2",,
1334064,"Sy1","S",D
693153,"Sy1",,
693159,"Sy1",,
693165,"Sy1",,
693166,"Sy1",,
701753,"Sy1",,
624131,"Sy1",,
983099,"Sy1",,
1827594,"Sy1",,
1841829,"Sy1","E",D
12284711,"Sy2",,
1846948,"Sy1",,
4122932,"Sy1",,
633437,"Sy1",,
1827595,"Sy1",,
469193,"Sy2",,
488328,"Sy1",,
469194,"Sy2",,
633414,"Sy1",,
10451642,"Sy1",,
495404,"Sy1",,
633424,"Sy1",,
495405,"Sy1",,
510435,"Sy2",,
12284276,"Sy2",,
542696,"Sy1",,
468798,"Sy2",,
468800,"Sy2",,
8424971,"Sy1",,
12285717,"Sy2",,
3010816,"Sy1",,
4179472,"Sy2",,
468137,"Sy1",,
664351,"Sy1",,
493489,"Sy1",,
642213,"Sy1",,
492833,"Sy2",,
561298,"Sy1",,
633097,"Sy1","SBd",D
511227,"Sy1",,
467742,"Sy2",,
511372,"Sy2",,
12286771,"Sy2",,
493495,"Sy1",,
577897,"Sy2",,
579592,"Sy1",,
541409,"Sy2","E",D
467746,"Sy2","0",D
7841377,"Sy1",,
1865243,"Sy1",,
464437,"Sy2",,
491967,"Sy1",,
559905,"Sy1",,
1865241,"Sy1",,
578070,"Sy1",,
1846545,"Sy1",,
12284883,"Sy2",,
3012985,"Sy1",,
633403,"Sy1",,
451031,"Sy1",,
510623,"Sy1",,
5367571,"Sy1",,
1846204,"Sy1",,
1846544,"Sy1",,
1846510,"Sy1",,
1806884,"Sy1",,
4127768,"Sy1",,
501740,"Sy1",,
501955,"Sy1",,
4123976,"Sy1",,
2136585,"Sy1",,
4125493,"Sy1",,
457077,"Sy1",,
2650090,"Sy1",,
578716,"Sy1",,
1846121,"Sy1","SA",C
7841251,"Sy1",,
1846149,"Sy1",,
437454,"Sy1",,
599112,"Sy1",,
558746,"Sy1",,
578717,"Sy1",,
491983,"Sy1",,
491984,"Sy1",,
509799,"Sy1",,
466645,"Sy1",,
491942,"Sy2",,
509917,"Sy1",,
540576,"Sy1",,
492140,"Sy2",,
466513,"Sy1",,
466751,"Sy1",,
509918,"Sy1",,
510263,"Sy2",,
539986,"Sy1",,
491107,"Sy1",,
491410,"Sy1",,
510269,"Sy2",,
4123500,"Sy1",,
510277,"Sy2",,
558752,"Sy1",,
1805920,"Sy1",,
642603,"Sy1",,
509827,"Sy1",,
509441,"Sy2","E",E
1827583,"Sy1",,
490473,"Sy1",,
12282520,"Sy2",,
1827587,"Sy1",,
8434652,"Sy2",,
510282,"Sy2",,
317305,"Sy1",,
1827584,"Sy1",,
1805321,"Sy2",,
577107,"Sy1",,
515809,"Sy2",,
490642,"Sy2",,
539668,"Sy1",,
1827220,"Sy1",,
490477,"Sy1",,
539564,"Sy1",,
1827256,"Sy1",,
1827230,"Sy1",,
409570,"Sy1",,
491405,"Sy2",,
1827254,"Sy1",,
1827255,"Sy1",,
12283441,"Sy2",,
617686,"Sy1",,
582958,"Sy2",,
298908,"Sy2",,
508876,"Sy2",,
465782,"Sy2",,
617230,"Sy1",,
1805580,"Sy1",,
324308,"Sy1",,
1805581,"Sy1",,
489938,"Sy1",,
466263,"Sy2",,
509277,"Sy1",,
466258,"Sy2",,
618327,"Sy2",,
1826774,"Sy1",,
1827192,"Sy1",,
500212,"Sy2",,
465783,"Sy2","Sa",D
1826570,"Sy1",,
1826569,"Sy1",,
1805193,"Sy1",,
4536940,"Sy1",,
1805194,"Sy1",,
1827239,"Sy1",,
1846044,"Sy1",,
1846265,"Sy1",,
1846487,"Sy1",,
508361,"Sy2",,
1846295,"Sy2",,
10452698,"Sy1",,
5216389,"Sy1",,
576007,"Sy1",,
449922,"Sy1",,
1846351,"Sy2","S",D
508363,"Sy1",,
1845937,"Sy1",,
538528,"Sy1",,
465670,"Sy1",,
4123194,"Sy1",,
12285344,"Sy2",,
1845752,"Sy1",,
556775,"Sy1",,
447941,"Sy2",,
465675,"Sy1",,
557114,"Sy2",,
1845945,"Sy1",,
1845947,"Sy1",,
557201,"Sy1",,
1845753,"Sy1",,
616786,"Sy1",,
1845749,"Sy1",,
1845944,"Sy1",,
7841267,"Sy1",,
1845946,"Sy1",,
490078,"Sy2",,
1826573,"Sy1",,
7841185,"Sy1",,
1826572,"Sy1",,
1845940,"Sy1","S...",D
508368,"Sy2",,
1826578,"Sy1",,
8427799,"Sy2",,
615933,"Sy1",,
465305,"Sy2",,
1393423,"Sy1",,
465309,"Sy2",,
450229,"Sy2",,
573451,"Sy1",,
538039,"Sy1",,
508370,"Sy2",,
508371,"Sy1",,
508167,"Sy1",,
508168,"Sy1",,
538328,"Sy1",,
489290,"Sy1",,
507765,"Sy1",,
614221,"Sy2",,
614334,"Sy1",,
337955,"Sy1",,
507033,"Sy1",,
614337,"Sy1",,
1885279,"Sy1",,
488066,"Sy1",,
1900477,"Sy2","Sp",D
507770,"Sy1",,
10454667,"Sy1",,
1886588,"Sy1",,
464711,"Sy1",,
1865223,"Sy1",,
571967,"Sy2",,
464298,"Sy1",,
505411,"Sy2",,
593195,"Sy1",,
464441,"Sy2",,
536200,"Sy1",,
1884865,"Sy2","1",D
463818,"Sy1",,
1885201,"Sy1",,
505009,"Sy1",,
10966484,"Sy2",,
1885197,"Sy1",,
612390,"Sy1",,
1885200,"Sy1",,
554431,"Sy1",,
535755,"Sy1",,
1864729,"Sy1",,
2112370,"Sy2",,
1864740,"Sy1",,
2109090,"Sy2",,
1671605,"Sy1",,
1864738,"Sy1",,
7841323,"Sy2",,
5681402,"Sy2",,
5535815,"Sy1",,
2138452,"Sy2",,
1864732,"Sy1",,
5319318,"Sy2",,
1864735,"Sy1",,
1864486,"Sy1",,
633404,"Sy1",,
1885196,"Sy1",,
4123985,"Sy1",,
448873,"Sy2",,
7841393,"Sy1",,
10455296,"Sy1",,
10971009,"Sy1",,
1885205,"Sy1",,
10217675,"Sy1",,
1911601,"Sy1",,
1829792,"Sy2",,
4124889,"Sy1",,
6102354,"Sy2","S",D
10457986,"Sy1",,
1910611,"Sy2",,
592224,"Sy1",,
1910214,"Sy1",,
1910424,"Sy1",,
27329,"Sy1","E",D
1767508,"Sy2","-4.6",D
1682647,"Sy1","Sb",D
1780886,"Sy2","SA",C
553998,"Sy1",,
10458333,"Sy1",,
10458254,"Sy1",,
486798,"Sy1",,
4124571,"Sy1",,
4124826,"Sy1",,
1389054,"Sy1",,
11146032,"Sy2",,
553609,"Sy1",,
6176573,"Sy1",,
8268132,"Sy2",,
12289682,"Sy2",,
486231,"Sy1",,
570395,"Sy1",,
8443932,"Sy1",,
5401465,"Sy1",,
1389073,"Sy1",,
463382,"Sy1",,
448551,"Sy1",,
570396,"Sy1",,
1374221,"Sy1",,
1965837,"Sy2",,
463458,"Sy1",,
486095,"Sy1",,
463461,"Sy1",,
1972438,"Sy1",,
611034,"Sy1",,
5319552,"Sy2",,
13224458,"Sy1",,
486303,"Sy1",,
463386,"Sy1",,
611036,"Sy1",,
611037,"Sy1",,
590814,"Sy1",,
1868854,"Sy1",,
2952489,"Sy2","E",D
1868858,"Sy1",,
448264,"Sy2",,
1929356,"Sy2",,
462920,"Sy1",,
447961,"Sy1",,
382304,"Sy1",,
884179,"Sy2",,
533001,"Sy2",,
461778,"Sy2",,
1931639,"Sy2",,
448266,"Sy1",,
448272,"Sy1",,
503692,"Sy1",,
610421,"Sy1",,
532950,"Sy1",,
485670,"Sy2",,
532080,"Sy1",,
462571,"Sy2",,
682958,"Sy1",,
633528,"Sy2",,
633440,"Sy2",,
608735,"Sy1",,
734181,"Sy1",,
584001,"Sy1",,
633420,"Sy1",,
589797,"Sy1",,
447942,"Sy1",,
568454,"Sy1",,
568267,"Sy2",,
609488,"Sy1",,
1632252,"Sy2",,
589026,"Sy2",,
589334,"Sy1",,
609494,"Sy1",,
484766,"Sy1",,
531835,"Sy1",,
531836,"Sy1",,
549728,"Sy1",,
447523,"Sy2",,
447524,"Sy2",,
1360811,"Sy2",,
12536413,"Sy2",,
588693,"Sy1",,
588977,"Sy1",,
1633746,"Sy1",,
642191,"Sy1",,
1633752,"Sy1",,
502964,"Sy1",,
663888,"Sy1",,
608088,"Sy1",,
1430497,"Sy2","E",D
682056,"Sy1",,
462162,"Sy2",,
462171,"Sy1",,
447529,"Sy2",,
462172,"Sy2",,
608333,"Sy1",,
1866857,"Sy1",,
462174,"Sy1",,
608335,"Sy1",,
608336,"Sy1",,
447533,"Sy2",,
477411,"Sy1",,
588539,"Sy1",,
461801,"Sy1","Sab:",D
1644444,"Sy1",,
607959,"Sy1",,
548827,"Sy1",,
607576,"Sy1",,
607579,"Sy1","E",E
502187,"Sy1",,
5505519,"Sy2",,
461717,"Sy1",,
530683,"Sy1",,
548449,"Sy1",,
2055244,"Sy2",,
447206,"Sy2",,
587492,"Sy2","-3",D
548444,"Sy1",,
461053,"Sy2",,
447209,"Sy2",,
461312,"Sy1",,
476581,"Sy2",,
587265,"Sy1",,
461418,"Sy2",,
587295,"Sy1",,
476459,"Sy1",,
5484021,"Sy2",,
476074,"Sy1","S",D
606621,"Sy1",,
447212,"Sy2",,
461374,"Sy1",,
606624,"Sy1",,
1088090,"Sy1",,
664365,"Sy1",,
664361,"Sy1",,
585544,"Sy1",,
461428,"Sy2",,
501146,"Sy1",,
530027,"Sy1",,
501148,"Sy1",,
585531,"Sy1",,
565484,"Sy1",,
564994,"Sy1",,
566287,"Sy1",,
547287,"Sy2",,
460852,"Sy1",,
1372004,"Sy1",,
655275,"Sy1",,
446515,"Sy2",,
584921,"Sy1",,
500731,"Sy1",,
446517,"Sy2",,
1507395,"Sy2",,
529528,"Sy1",,
3449805,"Sy2","2.0",D
1385267,"Sy1",,
1115166,"Sy2","S0-Sa",D
1500847,"Sy2",,
1371094,"Sy1",,
460620,"Sy1",,
460920,"Sy1",,
655191,"Sy2","Sab",D
456288,"Sy1","SBb",D
1137639,"Sy2",,
5505520,"Sy2",,
1259229,"Sy1",,
5177355,"Sy1",,
604833,"Sy1",,
547177,"Sy1",,
565398,"Sy1",,
584532,"Sy1",,
3334729,"Sy1","S0",D
500568,"Sy2",,
584534,"Sy1",,
583567,"Sy1",,
500735,"Sy1",,
500736,"Sy1",,
1199058,"Sy2","3.0",D
565482,"Sy1",,
110537,"Sy1",,
446002,"Sy1",,
603840,"Sy2",,
5664799,"Sy1",,
446069,"Sy1",,
624122,"Sy1",,
460629,"Sy1",,
460372,"Sy1",,
1390412,"Sy1",,
475289,"Sy1",,
1485475,"Sy2","S",D
1212748,"Sy2","4.0",D
475290,"Sy1",,
8442735,"Sy2",,
446149,"Sy2",,
3338050,"Sy1",,
5319852,"Sy2",,
457996,"Sy1",,
3169179,"Sy1",,
442486,"Sy1",,
455262,"Sy2",,
470099,"Sy1",,
455108,"Sy1",,
470996,"Sy1",,
442491,"Sy2",,
417099,"Sy1",,
441869,"Sy1",,
441847,"Sy1",,
441871,"Sy1",,
340934,"Sy1",,
470997,"Sy1",,
442319,"Sy1",,
470385,"Sy2",,
454378,"Sy1",,
441894,"Sy1",,
628785,"Sy1",,
454379,"Sy1",,
417108,"Sy1",,
453979,"Sy1","S",D
442030,"Sy1",,
441546,"Sy1",,
441108,"Sy2",,
416752,"Sy1",,
441110,"Sy2",,
440910,"Sy1",,
441112,"Sy2",,
441116,"Sy2",,
416273,"Sy1",,
415602,"Sy2",,
415607,"Sy2",,
415610,"Sy1",,
363286,"Sy1",,
3401801,"Sy2","4.8",D
375575,"Sy2",,
361702,"Sy1",,
361706,"Sy1",,
358479,"Sy1",,
362053,"Sy1",,
361880,"Sy2",,
358483,"Sy1",,
361717,"Sy1",,
341548,"Sy1",,
361884,"Sy2",,
358488,"Sy1",,
362537,"Sy1",,
358850,"Sy1",,
353011,"Sy1",,
338720,"Sy2",,
352872,"Sy1",,
340359,"Sy2",,
340353,"Sy2",,
358765,"Sy2",,
338567,"Sy1",,
338576,"Sy1",,
340341,"Sy1",,
338075,"Sy2",,
628836,"Sy1",,
5319537,"Sy2",,
5319556,"Sy2",,
