OType,ra,dec,rvz_redshift,rvz_radvel
Sy1,140.7089413,53.18499835,0.44196,105074.5298
Sy1,141.2336603,53.49454649,0.29005,74742.39082
Sy2,141.8821275,54.00311254,0.135,37761.88146
Sy1,167.352129,29.00483339,0.35635,88647.61345
Sy1,139.5785145,54.19540242,0.10159,28916.12055
Sy1,140.2980171,54.23658337,0.23085,61388.12822
Sy1,139.1477118,54.24080962,0.28415,73452.10855
Sy2,344.7554126,-80.03209447,0.037676,11082.35123
Sy1,141.2985028,55.06420193,0.26342,68848.01404
Sy1,358.706414,-10.97841414,0.12074,34025.85237
Sy1,204.08234,63.748455,0.15,41628.87738
Sy1,136.8336282,53.34593825,0.479574,111784.0726
Sy1,135.775522,52.341932,0.09,25771.65639
Sy1,137.4185458,53.45197969,0.26801,69876.9862
Sy1,137.2766908,53.84455759,0.27374,71153.87908
Sy1,138.5779458,54.34241762,0.10115,28797.4624
Sy1,137.830878,54.6792575,0.16805,46197.49599
Sy1,137.7596989,55.00639215,0.04435,13001.23863
Sy1,136.0576207,53.93771826,0.09773,27873.23654
Sy1,146.3614832,15.39693509,0.46678,109535.2305
Sy1,148.3331822,19.2377201,0.38084,93516.96518
Sy1,139.040971,54.60774815,0.15632,43238.99941
Sy1,148.8853927,30.8329536,0.13795,38527.46818
Sy1,139.9806229,55.36031335,0.12283,34577.08423
Sy1,225.5068457,12.11653724,0.4958,114587.7725
Sy2,216.5511604,-11.90450934,0.042114587,12360
Sy1,138.8314861,56.6438255,0.26,68077.77412
Sy1,138.1500449,40.22294002,0.7104,147050.1884
Sy1,142.6300964,55.49311652,0.18567,50569.08567
Sy1,142.7675933,55.78555362,0.16443,45288.60713
Sy1,155.744289,0.911212,0.09,25771.65639
Sy2,142.4946108,55.95252729,0.12174,34289.75713
Sy1,141.2861933,55.73976764,0.22134,59156.82801
Sy1,143.8876176,56.7401369,0.13638,38120.33067
Sy1,42.574953,-0.815798,0.58577,129197.3483
Sy1,144.961586,56.36991139,0.70439,146247.4339
Sy1,144.4214948,56.774532,0.1377,38462.68461
Sy1,12.33464166,14.274621,0.14,39058.01897
Sy1,45.45678092,-6.740099576,0.18,49171.77751
Sy1,178.4531783,38.80351929,0.47283,110602.8899
Sy1,144.1952418,57.65740793,0.48428,112602.7582
Sy1,145.3259006,58.47340093,0.27961,72453.21569
Sy1,140.5177183,56.84475421,0.41977,100974.4055
Sy2,141.2664943,56.92542905,0.111,31440.27584
Sy1,27.13081582,13.41893453,0.15,41628.87738
Sy1,141.9934899,57.20957418,0.22662,60398.65296
Sy1,142.6449442,57.08907445,0.63628,136747.1215
Sy1,221.497844,61.104765,0.21,56464.29924
Sy1,140.5317362,12.89048385,0.10161,28921.51276
Sy2,142.7986133,57.61247613,0.149,41373.07278
Sy1,140.0483872,57.28839708,0.41264,99634.03574
Sy1,127.721441,44.833333,0.18,49171.77751
Sy1,144.4601545,22.06976243,0.45388,107233.1221
Sy1,146.8241485,23.18365208,0.42573,102086.215
Sy1,140.4592562,57.93754225,0.40053,97331.50966
Sy1,160.256901,-0.375631,0.09,25771.65639
Sy1,141.1692628,58.6290891,0.12,33830.37674
Sy1,334.6562154,-0.292150183,0.4416,105008.864
Sy1,219.6197538,10.7762993,0.16216,44716.78835
Sy1,225.6522469,33.60134808,0.16996,46675.56521
Sy1,183.2310207,0.842865769,0.08337,23955.1664
Sy1,226.040654,2.810321129,0.13,36458.57597
Sy1,8.985895889,0.179664352,0.3305,83353.8006
Sy1,232.1377492,1.211291724,0.42084,101174.5847
Sy1,239.0023831,4.29750152,0.40823,98799.3442
Sy1,144.2382518,58.46468568,0.38388,94111.68904
Sy1,150.9385666,19.55282449,0.73845,150723.8728
Sy1,127.4969037,12.52462892,0.36082,89546.86463
Sy1,21.0100314,-9.271463666,0.04,11752.0487
Sy1,144.4577276,58.92295356,0.1323,37058.98812
Sy1,143.87937,58.8199981,0.30868,78759.00822
Sy1,144.3493946,59.11459627,0.48284,112352.7292
Sy1,144.6799955,58.94150795,0.19598,53087.07164
Sy1,144.6831604,59.04308321,0.48534,112786.5362
Sy1,144.6477948,59.34395029,0.38088,93524.80431
Sy1,318.8932896,-7.331606236,0.17,46685.56619
Sy1,153.2497492,14.77184609,0.50016,115332.0364
Sy1,214.051166,3.894881,0.11,31173.25814
Sy1,12.10443589,15.16872389,0.1,28487.06614
Sy1,188.799793,37.746464,0.6852,143646.4475
Sy1,128.6162103,48.86036513,0.37489,92346.77902
Sy1,237.5623321,38.16723384,0.1593,43994.27975
Sy1,216.6803042,64.62137778,0.3575,88879.4153
Sy1,126.8956319,49.53612844,0.22713,60518.20546
Sy1,205.8318162,16.18601394,0.20874,56162.97696
Sy2,189.085508,62.210666,1.3338,206784.8526
Sy1,130.0054115,50.49583415,0.2769,71854.44953
Sy1,129.6173906,50.69786294,0.374,92171.03797
Sy1,26.746955,-8.295471,0.14,39058.01897
Sy1,149.0941411,17.40486526,0.30296,77535.03216
Sy1,33.10919593,22.15384462,0.58148,128535.2777
Sy1,128.6725466,50.83932759,0.41852,100740.2314
Sy1,9.622427,14.531551,0.12,33830.37674
Sy1,129.5836461,51.16741163,0.27243,70862.70028
Sy2,129.9066411,52.15768633,0.09723,27737.82929
Sy1,129.8816743,52.29597257,0.32892,83025.00786
Sy1,11.600661,16.118221,0.18,49171.77751
Sy1,146.6274251,55.59488229,0.04,11752.0487
Sy1,119.4672582,43.75115227,0.153563,42538.00133
Sy1,145.5619094,55.72684246,0.11,31173.25814
Sy1,148.7908627,16.22922978,0.33305,83883.16715
Sy1,168.1094436,20.19405153,0.21676,58073.55771
Sy1,160.1596584,19.8910025,0.43034,102940.8456
Sy1,154.5432535,18.56727362,0.25004,65817.23142
Sy1,186.1863391,26.99734061,0.13755,38423.80588
Sy1,127.0080852,50.84719556,0.765,154093.2761
Sy1,39.6315383,-8.262673954,0.05,14615.32792
Sy1,126.9250333,51.51243387,0.40773,98704.43394
Sy1,125.5447562,50.76646639,0.3497,87301.04439
Sy1,136.1592184,51.58968456,0.12,33830.37674
Sy1,134.6897776,51.20616,0.2,54060.93505
Sy1,155.83151,2.828213,0.07309,21113.05118
Sy1,171.4661153,37.43642242,0.1581,43690.44182
Sy1,125.8612408,51.60144438,0.13642,38130.71236
Sy1,125.2239892,51.59423583,0.40811,98776.57084
Sy2,126.0024642,51.5404648,0.081,23302.69543
Sy1,126.1374724,51.68981272,0.111,31440.27584
Sy1,184.3710757,20.79963149,0.54267,122391.5867
Sy1,152.086065,18.42496573,0.17139,47032.82203
Sy1,208.9837079,19.38289678,0.13498,37756.68253
Sy1,54.3717977,-1.060893652,0.31827,80792.86805
Sy1,139.243566,23.8365438,0.28557,73763.45907
Sy1,174.401536,33.63354436,0.20455,55157.85081
Sy1,133.3821148,22.38045055,0.65516,139456.5421
Sy2,216.0294712,17.52279457,0.10444,29683.33345
Sy1,319.6599137,-6.914950757,0.21,56464.29924
Sy1,219.1136953,11.89852076,0.16046,44287.60331
Sy1,129.3081059,53.02037921,0.41877,100787.0938
Sy1,129.1415622,53.01372271,0.17274,47369.56708
Sy1,147.7495258,27.18131645,0.7039,146181.7378
Sy1,128.5676107,53.31162566,0.36861,91102.78221
Sy1,128.6545587,53.47172133,0.58553,129160.3974
Sy1,126.8550277,52.40974008,0.29364,75523.17874
Sy1,126.051114,52.83682839,0.24348,64314.13512
Sy1,162.1761037,-0.814020539,0.07,20252.65848
Sy1,163.1055833,57.37980556,0.807,159218.0353
Sy1,131.9399735,51.98318268,0.11743,33150.26467
Sy1,131.7755638,52.33315477,0.26524,69256.66922
Sy1,132.4911868,52.53043056,0.633,136270.2951
Sy1,132.5235002,53.2103608,0.25944,67951.36299
Sy2,131.9828028,53.11742447,0.151,41884.39791
Sy1,132.916613,49.260121,0.18,49171.77751
Sy1,130.0806382,52.56339025,0.35287,87944.25276
Sy1,219.970788,59.540983,0.06018,17499.56674
Sy1,191.7157335,23.83117662,0.57501,127530.439
Sy1,181.6286548,45.84873936,0.63359,136356.2006
Sy1,131.0993432,53.24308158,0.24518,64704.74628
Sy1,352.783615,-9.786619351,0.25289,66466.72578
Sy1,223.2659579,60.32247595,0.17,46685.56619
Sy1,149.056289,1.946718,0.11,31173.25814
Sy1,132.7899605,54.04623843,0.83338,162313.4128
Sy1,134.0809838,54.2988434,0.24593,64876.83219
Sy1,134.7765314,54.36393101,0.18196,49655.80736
Sy1,149.7287777,14.09753375,0.25128,66100.08044
Sy1,136.1254524,51.61027257,0.09,25771.65639
Sy1,148.0586611,19.15651554,0.56309,125659.0505
Sy1,133.7384419,54.80570407,0.25611,67197.97913
Sy1,169.0955545,34.26876338,0.2058,55458.21051
Sy1,133.3270485,55.25689317,0.27038,70406.1519
Sy1,193.6786499,10.13171638,0.132,36980.75969
Sy1,130.2600871,54.1957074,0.7135,147462.0752
Sy1,129.6838938,54.30888314,0.21877,58549.66388
Sy1,128.9193887,54.23810223,0.42332,101637.5816
Sy1,191.6822721,38.21801407,0.18587,50618.21057
Sy1,128.1328017,54.08775315,0.1927,52289.18592
Sy1,216.494944,4.94571989,0.05,14615.32792
Sy1,128.0106837,54.82461594,0.596,130762.7412
Sy1,239.1504679,16.54461018,0.24798,65346.44366
Sy1,216.6764539,30.43799294,0.24303,64210.61023
Sy1,131.2675893,54.43666087,0.303401,77629.68856
Sy1,179.1031357,38.10230083,0.43565,103919.5058
Sy1,122.4441986,17.82288974,0.69803,145391.8173
Sy1,183.8863422,20.7380306,0.50032,115359.2761
Sy1,140.9267922,18.88710469,0.62585,135224.5121
Sy1,132.3800905,56.32734075,0.36217,89817.52425
Sy1,124.9706543,21.02435729,0.55634,124587.6386
Sy1,130.7259644,55.89330061,0.28617,73894.8615
Sy1,129.5416007,55.67658089,0.23782,63008.11785
Sy1,131.0393765,56.09259807,0.112,31707.00294
Sy1,134.409198,49.609306,0.03,8858.926048
Sy2,189.148283,62.240089,2.005,240013.4529
Sy1,124.6425474,51.31240766,0.11189,31677.67718
Sy1,141.290155,53.258548,0.1,28487.06614
Sy1,123.9456416,51.73805326,0.19142,51977.01194
Sy1,171.5412553,26.83031613,0.24324,64258.9285
Sy1,124.2041154,52.65158908,0.23809,63070.61198
Sy1,259.9979167,48.99611111,0.198,53576.98036
Sy1,132.684942,49.710515,0.11,31173.25814
Sy1,125.5647765,52.70468856,0.65459,139375.6138
Sy1,125.2319399,52.86506528,0.16547,45550.1014
Sy1,168.4353201,32.72557822,0.54506,122778.0879
Sy1,124.8355798,52.52501806,0.26982,70281.24782
Sy1,118.7558883,11.80790065,0.19475,52788.2115
Sy1,206.650408,13.74295772,0.15219,42188.09747
Sy1,140.6896383,15.56183099,0.43883,104502.6685
Sy1,127.8591838,17.75741812,0.52365,119276.657
Sy1,214.9859671,6.13026973,0.19413,52637.40876
Sy1,242.9672147,6.911163944,0.15454,42786.66073
Sy1,354.8015432,-0.030566883,0.44471,105575.2243
Sy1,120.5222935,9.587478161,0.1564,43259.30819
Sy1,244.0961673,11.7180135,0.55794,124842.3727
Sy1,123.7577193,52.8820722,0.125,35148.08128
Sy1,200.3642624,15.91640982,0.3901,95321.91772
Sy1,161.0301043,19.09053976,0.50113,115497.0982
Sy1,182.0534287,30.87528162,0.50724,116532.4877
Sy1,225.6024051,18.35799526,0.30026,76954.44222
Sy1,246.8633558,7.947103597,0.31863,80868.77499
Sy1,313.3086373,-1.252519464,0.51152,117253.3383
Sy1,180.5734593,16.56996607,0.42213,101415.5867
Sy1,144.8239169,18.10390167,0.50741,116561.1891
Sy1,24.47831417,-0.354417681,0.618,134066.2249
Sy1,186.4740646,34.82812213,0.36736,90854.07416
Sy1,182.686003,46.59442442,0.30003,76904.90017
Sy1,166.1002866,31.79107519,0.07895,22736.98701
Sy1,167.5293006,22.50429753,0.22092,59057.72447
Sy1,143.4059121,38.97979722,0.24836,65433.37198
Sy1,147.1541212,16.27976728,0.27263,70907.18363
Sy1,175.5294458,31.64321631,0.3187,80883.53097
Sy1,126.0025548,53.10190246,0.299,76682.87517
Sy1,126.1061155,53.19357982,0.1828,49862.92189
Sy1,49.349294,0.41771,0.68297,143340.4201
Sy1,185.6029039,21.7827052,0.55349,124132.7038
Sy1,174.577952,3.271552,0.095,27133.02211
Sy1,353.6262826,0.840685258,0.31227,79523.04573
Sy1,233.1798596,2.436831723,0.61024,132910.7063
Sy1,136.2836534,10.79352826,0.46696,109567.1057
Sy1,119.9599649,8.934453571,0.59932,131266.7417
Sy1,169.2093999,42.78956746,0.1753,48006.73601
Sy1,217.5009425,18.69307182,0.33357,83990.9227
Sy1,36.344383,-0.753201,0.59439,130517.6236
Sy1,342.095999,-0.075219,0.34298,85929.59406
Sy1,232.1097947,26.07892313,0.1751,47957.02312
Sy1,203.9003269,34.02377024,0.38466,94263.94015
Sy1,137.9316869,38.04464416,0.28627,73916.75301
Sy1,159.2738138,5.363672049,0.6363,136750.0233
Sy1,131.9284291,-0.764200139,0.7288,149473.4357
Sy1,208.1543247,13.94777059,0.38836,94984.25681
Sy1,163.8411891,23.89196297,0.78439,156489.8566
Sy1,4.520082741,-0.861249435,0.19361,52510.84745
Sy1,203.3167566,50.57683298,0.36576,90535.19454
Sy1,167.9164385,40.97126615,0.0773,22280.76064
Sy1,125.6535722,54.31011907,0.08626,24748.5584
Sy1,152.9707467,54.70177045,0.24639,64982.3048
Sy1,237.8911345,5.32624174,0.45986,108304.6586
Sy1,120.7861895,45.22994088,0.61129,133067.6739
Sy1,215.5454613,25.41918794,0.42899,102691.055
Sy1,257.7164444,34.90851745,0.38228,93798.94155
Sy1,206.9505464,7.153364782,0.27573,71595.35998
Sy1,181.8600928,22.65104928,0.19839,53671.43765
Sy1,120.5302152,12.77726861,0.55268,124003.1279
Sy1,146.168989,44.599081,0.22427,59846.87207
Sy1,192.3072763,15.25287015,0.08316,23897.4193
Sy1,160.4255166,23.62223809,0.16486,45396.76184
Sy1,344.379477,0.411985,0.3548,88334.68959
Sy1,353.1029748,0.013852284,0.27717,71914.18957
Sy1,214.3849137,21.19478889,0.19399,52603.34189
Sy1,230.7239785,56.23806872,0.22665,60405.68739
Sy1,235.9569037,17.76263204,0.2304,61283.09248
Sy1,140.8210127,27.68177396,0.42995,102868.7247
Sy1,116.6999175,51.61424347,0.25829,67691.51245
Sy1,215.9320901,20.16627366,0.19912,53848.13015
Sy2,128.3306357,47.41132839,0.19048,51747.47134
Sy1,144.0795052,15.50505812,0.42751,102416.7532
Sy1,158.0046848,24.07683876,0.47063,110215.5317
Sy1,212.5474722,32.20096112,0.43777,104308.5239
Sy1,6.736974821,0.243586865,0.31767,80666.28556
Sy1,254.5199679,38.37330651,0.08,23026.89485
Sy1,246.3977641,-1.021274591,0.05,14615.32792
Sy2,125.826002,55.47013589,0.10043,28603.17257
Sy1,252.1648279,42.42319678,0.14,39058.01897
Sy1,245.3021514,14.53854811,0.67423,142133.3339
Sy1,207.6669983,13.63585912,0.40611,98396.5404
Sy1,183.0633011,43.51416581,0.28407,73434.55241
Sy1,237.28962,14.44091005,0.36983,91345.16935
Sy1,215.033172,5.855199966,0.19953,53947.3043
Sy1,200.5273985,9.102065687,0.18817,51182.35085
Sy1,122.0696513,53.12835353,0.27678,71827.8924
Sy1,254.711626,41.183099,0.07,20252.65848
Sy1,122.7276257,53.86577031,0.21515,57691.41116
Sy1,122.9208905,54.14919299,0.715,147660.8451
Sy1,123.3026581,54.28052631,0.778,155705.9414
Sy1,120.4560485,54.46171191,0.705,146329.1666
Sy1,121.8616691,55.162091,0.12213,34392.60167
Sy1,121.6935147,55.35290004,0.68964,144253.4015
Sy1,115.903443,34.818305,0.1,28487.06614
Sy1,122.029726,56.64232146,0.09925,28284.42563
Sy1,126.561498,55.22052502,0.664,140704.7793
Sy1,155.764305,0.006972,0.11,31173.25814
Sy1,0.921872,-10.469494,0.2,54060.93505
Sy1,172.77334,2.357473,0.14,39058.01897
Sy1,233.4214212,26.50689226,0.18425,50219.98009
Sy1,211.7601614,13.92713874,0.13432,37585.05352
Sy1,191.9992681,28.19663588,0.60479,132092.86
Sy1,228.0409929,57.13060985,0.37307,91987.20192
Sy1,180.7976218,21.88935806,0.33403,84086.19028
Sy1,204.9609128,20.4557997,0.12047,33954.54852
Sy1,195.8722692,38.18931314,0.30529,78034.59456
Sy1,171.3401716,63.80789684,0.06,17448.83585
Sy1,157.9152417,18.68607579,0.18227,49732.26531
Sy1,150.1584462,21.38458994,0.50713,116513.9132
Sy1,127.7055927,17.47399573,0.2709,70522.06183
Sy1,128.9390241,56.54170212,0.56671,126230.1503
Sy1,201.1962395,19.52468746,0.63639,136763.0809
Sy1,186.4247061,40.62342961,0.18405,50170.76537
Sy1,55.99982468,0.143286959,0.30751,78509.31268
Sy1,129.8612279,57.49605212,0.2682,69919.46227
Sy1,128.6307853,58.40714587,0.51359,117600.6709
Sy1,11.638034,16.053406,0.05,14615.32792
Sy1,125.2764996,56.52656761,0.54156,122211.7118
Sy1,12.660097,-8.733168,0.01,2982.935699
Sy1,129.483604,48.780444,0.12,33830.37674
Sy1,234.5956859,9.930633619,0.3401,85338.51602
Sy1,226.5904538,13.87602889,0.47273,110585.3045
Sy1,358.06356,-8.810703,0.12,33830.37674
Sy1,42.310836,-8.969378,0.05,14615.32792
Sy1,224.1208192,17.13777607,0.33818,84943.35501
Sy1,237.5594068,55.80002295,0.1,28487.06614
Sy1,141.4475075,55.10828281,0.06,17448.83585
Sy2,144.0480302,2.438571859,0.151,41884.39791
Sy1,123.7476921,57.2048795,0.22674,60426.78924
Sy2,124.064049,57.53053439,0.02716,8031.829558
Sy1,123.0139298,57.23239913,0.08742,25066.32254
Sy2,124.062114,57.70933922,0.02646,7827.597131
Sy1,228.611558,-0.368456,0.11,31173.25814
Sy2,146.1759606,48.48794424,0.0553,16120.78999
Sy1,214.2688856,5.198353427,0.08,23026.89485
Sy1,208.2324727,16.29980534,0.71001,146998.2656
Sy1,119.723407,11.32893208,0.42989,102857.6262
Sy1,126.7445049,59.50620132,0.14455,40231.29305
Sy1,135.045329,54.4079029,0.09441,26972.76229
Sy1,131.8802186,17.01058069,0.3004,76984.59177
Sy1,136.1539369,55.60075463,0.03724,10956.53128
Sy2,136.5573709,56.17086819,0.04662,13650.87419
Sy1,135.4712061,55.77825579,0.366939,90770.22705
Sy2,135.2861542,55.90019129,0.17994,49156.94342
Sy1,52.61966573,-7.912368863,0.13,36458.57597
Sy1,133.522113,56.24139867,0.29746,76350.41872
Sy1,134.3859247,56.17848652,0.41844,100725.2325
Sy1,134.8802011,56.31326088,0.323099,81808.42334
Sy2,137.1886476,56.41659654,0.145,40347.0102
Sy1,125.9169284,45.53650573,0.7097,146956.9769
Sy1,137.0983153,57.18451569,0.10091,28732.71595
Sy2,137.9648342,56.93174274,0.12735,35764.91052
Sy1,137.9434124,56.68669781,0.11952,33703.49706
Sy1,138.8078756,57.20924745,0.19495,52836.83498
Sy2,137.7555456,57.21301842,0.04599,13470.73283
Sy1,358.173661,-9.441689,0.21,56464.29924
Sy1,138.1121178,58.11478999,0.595,130610.5487
Sy1,359.133775,-10.372513,0.1,28487.06614
Sy1,115.9223102,34.74467937,0.11,31173.25814
Sy1,136.8536607,57.94065616,0.60485,132101.8923
Sy1,247.5474189,17.87132725,0.12531,35229.54139
Sy1,139.3923094,26.39320074,0.25582,67132.23207
Sy1,144.678816,2.765692,0.2,54060.93505
Sy1,134.1023591,57.83049174,0.202967,54776.86289
Sy1,350.648849,-9.784477,0.06,17448.83585
Sy2,133.2708589,58.10532248,0.0973,27756.7907
Sy1,226.627584,60.59322226,0.04,11752.0487
Sy1,182.2917166,28.36213931,0.46983,110074.4247
Sy1,135.4725912,58.87559922,0.17248,47304.75213
Sy2,133.8945949,58.73441015,0.002915,872.6213185
Sy1,232.5200272,10.20207746,0.22171,59244.09414
Sy1,177.4622714,30.75645426,0.1781,48701.5446
Sy1,135.1813698,59.86138302,0.2213,59147.39163
Sy1,140.5972566,58.47328051,0.277566,72001.7745
Sy1,140.6873618,58.51760688,0.42111,101225.0573
Sy1,40.5015375,0.014758333,0.00372,1113.153634
Sy1,137.9964382,58.80650087,0.31886,80917.2544
Sy1,127.8749198,8.641205174,0.21806,58381.61175
Sy1,139.2926353,59.74589696,0.19312,52391.51959
Sy1,140.6437344,59.71768418,0.67912,142810.2061
Sy1,190.992752,20.40819298,0.61076,132988.4668
Sy1,359.2030852,-0.126168497,0.2815,72869.69344
Sy1,142.8229916,60.92098604,0.24944,65680.22397
Sy1,230.7729326,24.9323682,0.32385,81965.84715
Sy1,141.641832,54.41845904,0.13,36458.57597
Sy2,189.22299,62.338585,1.0239,182138.4603
Sy1,13.48436658,-9.057463105,0.2,54060.93505
Sy1,139.3730367,60.52888495,0.19422,52659.30605
Sy1,135.9972761,59.96740001,0.75021,152229.0241
Sy1,136.7058406,60.17630202,0.399,97038.26037
Sy1,139.7113693,61.0719437,0.726,149107.9986
Sy1,118.4834648,37.72451093,0.11,31173.25814
Sy1,157.3738999,21.35084104,0.38881,95071.6492
Sy1,132.832775,22.10936283,0.25216,66300.56711
Sy2,138.4429241,62.33178647,0.02553,7556.032991
Sy1,140.355113,53.584503,0.1,28487.06614
Sy1,131.0769413,57.58630823,0.431,103062.8207
Sy1,338.84819,2.41284487,0.6202,134391.9145
Sy1,117.3127567,28.44232875,0.20164,54456.95979
Sy1,22.55720392,0.620488626,0.7413,151090.5171
Sy1,219.599178,16.49050756,0.53264,120757.6609
Sy1,174.2324992,3.559289638,0.17,46685.56619
Sy1,218.2935103,14.0044275,0.07712,22230.9419
Sy1,180.6877298,25.30369008,0.49286,114083.7413
Sy1,203.0842159,19.41873342,0.21249,57058.50047
Sy1,349.660397,-10.505329,0.13,36458.57597
Sy1,127.6695926,19.44341757,0.24824,65405.92504
Sy1,134.256759,60.00207236,0.459,108151.0232
Sy1,1.163923581,-10.15265007,0.1,28487.06614
Sy1,162.4642583,23.02361337,0.1432,39883.79522
Sy1,214.7068942,46.82870427,0.13796,38530.05915
Sy1,129.6243349,60.67566473,0.72441,148899.9555
Sy1,136.367874,21.75062576,0.37164,91704.13701
Sy1,30.77030453,-8.145957885,0.08,23026.89485
Sy1,316.6859023,-7.925624714,0.138,38540.42274
Sy1,161.299809,3.087584,0.19,51630.16505
Sy1,129.5146131,61.88704528,0.19828,53644.80008
Sy1,173.8043871,25.3371739,0.46412,109063.3957
Sy2,41.9474625,3.165138889,0.022846541,6771
Sy1,134.6360558,60.85452872,0.65386,139271.8903
Sy1,171.5084095,38.69153909,0.2532,66537.24405
Sy1,142.0438341,15.04109229,0.07834,22568.41507
Sy1,135.9273957,61.66852387,0.30468,77903.93882
Sy1,170.0579802,11.12941967,0.21822,58419.49453
Sy1,209.1064252,25.25553657,0.16417,45223.18602
Sy1,135.491838,61.79831165,0.48449,112639.1853
Sy1,158.70514,11.930643,0.18312,49941.77113
Sy1,26.81557128,13.91046015,0.19308,52381.77562
Sy1,134.2718864,62.17975215,0.15698,43406.49267
Sy1,246.4744549,19.71402463,0.31472,80042.63065
Sy1,186.7773385,23.63939675,0.44446,105529.7737
Sy1,16.274239,14.551043,0.18,49171.77751
Sy2,134.9505238,-0.362971486,0.12101,34097.13514
Sy1,15.1669543,-9.471484098,0.07,20252.65848
Sy1,137.6303153,63.61777921,0.09102,26049.97027
Sy1,137.5075466,63.76039067,0.39469,96209.33312
Sy1,30.284436,13.449995,0.05,14615.32792
Sy1,9.602469715,-11.12336959,0.1,28487.06614
Sy2,138.0870153,64.19858371,0.07394,21349.23376
Sy1,155.6703431,21.81514404,0.75507,152845.1206
Sy2,118.4232155,26.49268918,0.03747,11022.91127
Sy1,42.15830781,-31.78260217,0.11,31173.25814
Sy2,151.9638801,0.884917704,0.1221,34384.69211
Sy1,134.3868252,63.34420863,0.17969,49095.12391
Sy1,138.723328,51.933534,0.12,33830.37674
Sy1,146.5354109,35.20621661,0.11933,33653.25544
Sy2,147.0789412,35.49682242,0.13043,36570.94249
Sy1,147.5151976,17.15908599,0.19497,52841.69672
Sy1,149.4879183,26.40802819,0.4222,101428.6538
Sy1,42.06776772,-8.592333318,0.19,51630.16505
Sy2,208.85882,6.566287425,0.08352,23996.40638
Sy1,134.5854485,64.3467459,0.11582,32723.22793
Sy1,357.841474,-11.117225,0.15,41628.87738
Sy2,150.3162605,54.71515449,0.04722,13822.32743
Sy1,191.2913939,9.394469434,0.45893,108138.5111
Sy1,216.0529096,3.7236918,0.16,44171.33078
Sy1,117.8133509,38.58192021,0.08,23026.89485
Sy1,215.959007,3.900071,0.05,14615.32792
Sy1,172.306198,64.05943951,0.13,36458.57597
Sy1,206.5479167,63.96833333,0.12,33830.37674
Sy2,38.10104995,-8.194502856,0.10009,28511.37196
Sy1,232.53207,0.222599,0.08801,25227.79225
Sy2,145.2870139,61.57234562,0.12371,34808.80444
Sy2,117.9753792,43.932775,0.11283,31928.16585
Sy1,238.50446,54.043459,0.06,17448.83585
Sy2,209.3340894,4.503937569,0.10249,29158.65435
Sy1,259.6207916,57.5728725,0.1003,28568.07633
Sy1,175.5619004,5.660675356,0.10178,28967.34182
Sy1,242.9842477,53.44160386,0.1,28487.06614
Sy2,151.2096634,9.885206181,0.0769,22170.03935
Sy2,251.8427424,35.47985383,0.09171,26238.06833
Sy2,253.277161,26.402522,0.1262,35463.25678
Sy2,202.4008866,55.09482548,0.08543,24520.94988
Sy1,163.2823906,-3.241511439,0.213998045,57417.55468
Sy2,197.8126284,52.81917603,0.08858,25383.69128
Sy1,114.433448,46.851815,0.09512,27165.60486
Sy2,242.0727674,19.32804762,0.09276,26524.03658
Sy2,209.3283061,28.05238895,0.07296,21076.91031
Sy2,231.7695391,20.09592293,0.08969,25687.0103
Sy1,174.6736839,32.24690205,0.13004,36469.03091
Sy1,45.99836289,-0.894930445,0.06612,19168.29373
Sy2,215.544284,25.64914013,0.14685,40822.13017
Sy2,219.9507872,14.74519278,0.05334,15565.02681
Sy2,183.684519,24.61277246,0.06441,18688.97505
Sy1,144.312263,1.385261,0.17,46685.56619
Sy1,146.8270938,13.75575224,0.0744,21476.9612
Sy2,200.3086444,21.06551782,0.08903,25506.70205
Sy1,261.0557587,30.87059382,0.07822,22535.24046
Sy2,128.639382,22.35467919,0.20069,54227.64499
Sy1,189.1649167,62.20844444,0.943,174231.4839
Sy2,218.5260421,47.67842872,0.28656,73980.22401
Sy2,225.4827481,-0.339352451,0.21907,58620.63091
Sy1,213.4207319,-15.63753551,0.225999681,60253.14592
Sy2,16.34840643,1.222638793,0.20518,55309.28541
Sy2,167.5635203,58.81279004,0.142797,39779.95993
Sy1,186.3179812,18.29145242,0.41,99134.8776
Sy1,54.8019366,1.139917711,0.26103,68310.06709
Sy1,213.607324,4.800894106,0.08,23026.89485
Sy1,148.3620833,62.71222222,0.29,74731.49332
Sy2,51.35657917,40.77312222,0.047,13759.47369
Sy1,257.469368,56.993162,0.05,14615.32792
Sy1,242.465771,53.843203,0.06,17448.83585
Sy1,140.508136,53.004606,0.19,51630.16505
Sy1,229.6556684,-1.205423786,0.06,17448.83585
Sy1,257.8245833,64.65055556,0.225679,60177.88376
Sy1,235.8246483,55.84001097,0.19,51630.16505
Sy1,243.6207775,50.96480379,0.19,51630.16505
Sy1,120.52125,46.52472222,0.24,63512.14747
Sy1,136.6720833,59.30416667,0.3,76898.43718
Sy1,136.471344,50.971169,0.15,41628.87738
Sy1,199.9808333,64.74222222,0.22,58840.4744
Sy1,158.918112,-0.414573,0.08,23026.89485
Sy1,139.9714794,41.65303663,0.7737,155175.1822
Sy1,231.4938771,18.23779538,0.12997,36450.73446
Sy1,235.1404281,56.63199696,0.13,36458.57597
Sy2,6.381076,-10.672847,0.30349,77648.78566
Sy2,8.270001575,-0.407006895,0.26248,68636.61369
