OType,ra,dec,rvz_redshift,rvz_radvel,plx_value,u_,g_,r_,i_,z_
Sy1,186.964087,24.30603035,0.15718,43457.22388,0.8136,18.892,18.773,18.462,18.089,18.089
Sy1,208.4413826,39.85043618,0.06282,18242.51506,,17.724,16.338,15.591,15.14,14.904
Sy2,239.8609776,26.778848,0.09932,28303.3457,,19.837,17.862,16.933,16.471,16.103
Sy1,208.8810263,40.26372312,0.13813,38574.10127,0.0384,18.149,17.363,16.761,16.281,16.072
Sy1,84.98625,-28.84083333,0.9,169730.6541,,,,,,
Sy2,187.4185591,25.1951675,0.05724,16669.75748,,18.43,16.922,16.217,15.833,15.561
Sy1,187.0532685,25.82634069,0.06684,19369.85292,,18.093,17.122,16.52,16.164,15.931
Sy1,207.6043879,40.47146534,0.15614,43193.29805,,19.317,18.573,17.945,17.472,17.431
Sy1,42.177994,-0.803685,0.15,41628.87738,,20.144,19.14,18.53,18.162,17.993
Sy2,189.3059547,25.87780989,0.13018,36505.61959,0.3276,19.642,17.994,17.239,16.918,16.653
Sy1,191.1554922,29.78149445,0.13837,38636.26431,,20.041,18.553,17.605,17.187,16.85
Sy1,214.503997,16.880631,0.4242,101801.5457,,24.17,21.8054,20.847,20.3488,19.905
Sy2,169.9326711,10.84365798,0.1771,48453.64967,0.8475,19.422,17.978,17.371,17.031,16.802
Sy1,330.6880476,-13.0815515,0.039243816,11534.31918,,,,,,
Sy1,170.1191402,10.86426221,0.17596,48170.70932,,19.687,19.027,18.398,18.018,17.885
Sy1,167.7006328,11.34270518,0.25316,66528.14633,1.1346,20.15,19.7,19.11,18.72,18.37
Sy1,167.6915113,11.6115521,0.04217,12375.91339,,16.411,15.058,14.37,13.976,13.679
Sy1,194.7830605,21.94095984,0.473,110632.7803,,21.4181,21.1352,21.0894,21.0442,20.5218
Sy1,261.986895,58.2016477,0.41387,99866.0683,,19.8171,19.4846,19.2112,19.0681,18.9156
Sy1,10.538519,-0.087889,0.01795,5332.985324,,18.257,17.087,16.705,16.519,16.361
Sy1,263.6155329,54.68984082,0.46981,110070.8953,,20.1904,19.8366,19.7235,19.4451,19.162
Sy1,265.4437158,54.02952286,0.41603,100272.727,0.1229,19.4472,19.2101,19.0342,18.866,18.6334
Sy1,190.2652891,27.59056199,0.20074,54239.72035,,18.581,18.304,17.829,17.409,17.357
Sy2,35.6777,86.3128,0.184,50158.45996,,,,,,
Sy2,45.71625,-18.40666667,0.0891,25525.83172,,,,,,
Sy1,209.9872664,42.03819777,0.12096,34083.93621,0.6023,19.88,18.55,17.682,17.2,16.836
Sy1,10.86050373,-1.552410376,0.698,145387.7664,,20.6644,20.2545,20.1563,20.0702,19.7044
Sy1,132.8358681,57.05509666,0.335927,84478.52415,0.1826,19.0425,18.7554,18.4339,18.4093,17.8546
Sy1,191.2410776,27.48495527,0.20474,55203.53297,2.5179,19.538,19.078,18.52,18.092,17.936
Sy1,13.252188,15.024916,0.039190634,11519,,18.553,17.928,17.872,17.714,17.56
Sy1,190.979681,28.31929427,0.06709,19439.80283,,17.664,16.061,15.312,14.908,14.631
Sy1,144.9325692,2.394083197,0.4417,105027.1073,1.01,19.6767,19.4579,19.4832,19.2703,19.1097
Sy1,167.939265,12.14514685,0.17185,47147.62207,,19.915,19.257,18.684,18.248,18.11
Sy1,10.91058981,-0.970750102,0.5591,125026.7554,,19.1681,18.7591,18.7048,18.5402,18.6075
Sy1,187.619821,23.15000759,0.22117,59116.7204,0.476,19.973,19.336,18.703,18.196,18.108
Sy1,196.4357212,36.2022311,0.14644,40716.91737,1.6131,20.305,19.584,18.931,18.523,18.444
Sy1,227.9469503,22.43324787,0.17672,48359.3765,0.2142,19.665,18.593,17.814,17.391,17.093
Sy1,188.2032787,23.93961026,0.19617,53133.19993,0.8358,19.417,18.936,18.316,17.898,17.693
Sy1,190.0674565,23.75821653,0.11442,32351.28092,,18.755,17.875,17.393,17.032,16.895
Sy1,187.4494242,21.29118388,0.12799,35932.6224,0.004,17.954,17.323,16.916,16.604,16.25
Sy1,187.3983687,21.62145938,0.34843,87042.68373,0.1899,19.649,19.466,19.243,19.128,18.694
Sy1,213.8201398,13.10124697,0.13879,38745.00997,,19.58,19.028,18.489,18.106,17.946
Sy1,187.4746721,21.90578892,0.07657,22078.65874,,19.204,17.559,16.729,16.344,16.031
Sy1,10.21728844,0.015910834,0.40596,98368.002,0.0547,18.2376,18.0305,17.9172,17.9744,17.8163
Sy1,186.6928944,22.7921585,0.20197,54536.5587,0.7517,19.794,19.383,18.766,18.375,18.225
Sy1,166.8240634,8.077269278,0.20047,54174.50526,,17.4862,17.5759,17.4209,16.9476,16.9983
Sy1,142.9578674,55.08759558,0.56837,126491.2239,,19.3064,18.962,19.0352,18.9363,18.9179
Sy1,183.6007525,21.81235681,0.12196,34347.7774,2.0292,18.51,17.619,17.089,16.717,16.555
Sy1,184.4260673,22.81207668,0.10136,28854.10175,0.1332,18.103,17.074,16.486,16.042,15.83
Sy2,184.5468404,22.86281641,0.07585,21879.17128,,17.645,16.062,15.314,14.9,14.615
Sy1,186.4973909,23.35959028,0.16056,44312.87205,0.0373,18.111,17.99,17.616,17.209,17.122
Sy1,141.1620416,56.12968627,0.02502,7407.000845,,16.56,14.82,13.948,13.558,13.196
Sy1,10.28065757,17.5059317,0.787,156808.4001,3.2586,21.6851,21.081,20.935,21.1491,20.5999
Sy1,185.5610249,24.405725,0.11675,32969.99294,0.3062,19.86,18.42,17.495,16.918,16.745
Sy1,190.8617034,20.05828418,0.20416,55064.05127,,20.133,19.464,18.798,18.352,18.202
Sy1,191.0844047,20.09334519,0.17497,47924.70375,0.1564,20.659,19.107,18.07,17.597,17.251
Sy2,191.1289159,21.43337462,0.11554,32648.88399,2.0472,18.31,17.181,16.478,15.999,15.772
Sy2,193.5461362,22.49318003,0.17292,47414.42789,,20.212,18.533,17.451,16.945,16.607
Sy1,193.1360963,22.56058871,0.21132,56779.50723,,19.541,19.108,18.371,17.766,17.663
Sy1,192.2794476,22.56663952,0.1906,51776.78798,0.6249,18.477,17.69,17.08,16.678,16.489
Sy1,121.1041623,60.66890675,0.689,144166.1056,,,,,,
Sy1,189.8527916,21.61356614,0.10452,29704.83507,,19.3,17.967,17.127,16.655,16.372
Sy1,122.7291926,62.05455548,0.173419973,47538.98702,0.0098,,,,,
Sy1,10.36201958,2.605188402,0.67,141544.7038,1.0924,20.6113,20.0431,20.0726,19.8748,19.744
Sy1,217.5068502,45.84695806,0.09353,26733.5412,0.0806,18.874,18.21,17.786,17.277,17.357
Sy1,191.6103751,23.45538601,0.25421,66766.82248,0.6897,19.06,18.752,18.344,18.129,17.879
Sy1,190.8659885,23.46984129,0.21183,56901.16536,,19.236,18.808,18.248,17.789,17.677
Sy2,224.8533625,-16.69348611,0.011535,3438.162688,,,,,,
Sy1,10.42685339,15.55190569,0.74878,152047.0872,,20.7531,20.4868,20.4302,20.1613,19.7751
Sy1,109.9822782,60.23609352,0.041,12039.7185,0.9275,,,,,
Sy1,316.998831,-37.90252352,0.049,14330.341,0.0534,,,,,
Sy1,193.7668388,22.5534643,0.08618,24726.62905,0.3533,18.993,17.813,17.066,16.537,16.337
Sy2,218.3648548,46.46826954,0.072506,20950.6561,,17.293,15.49,14.636,14.226,13.935
Sy1,217.96133,46.64549199,0.20407,55042.39933,0.8797,19.515,18.498,17.707,17.191,16.961
Sy1,10.45128836,15.06833403,0.39706,96665.66746,,21.0644,20.5063,19.5801,19.2374,18.8706
Sy1,194.714397,23.92407401,0.074528226,21512.5543,,,,,,
Sy2,208.4266148,36.15830173,0.10824,30702.60075,1.818,20.111,18.474,17.615,17.203,16.929
Sy1,11.54732225,-0.086028991,0.11421,32295.43984,,18.457,17.243,16.544,16.165,15.897
Sy1,14.39253277,-0.841934145,0.181445525,49528.85913,,20.673,19.994,19.246,18.845,18.715
Sy1,18.73878323,-0.044821785,0.04834,14142.08651,,18.846,17.463,16.92,16.624,16.464
Sy2,17.91998091,-0.762572499,0.13172,36907.72317,,19.7,17.863,16.873,16.391,16.06
Sy1,214.3012333,51.94597778,0.554,124214.2253,,22.0293,21.9783,21.9255,21.5354,20.9983
Sy1,21.19931714,-0.478635823,0.077,22197.7241,,20.146,18.086,17.07,16.588,16.185
Sy1,23.32424127,-0.322334916,0.08116,23346.79618,,18.712,17.74,17.322,16.981,16.833
Sy1,29.43702476,-0.740726477,0.05916,17211.96452,,19.585,18.717,18.344,18.003,17.912
Sy1,214.3953417,51.7105,0.8,158380.9212,,22.7208,21.9045,21.6599,21.6644,21.4639
Sy1,31.54331053,-0.129806353,0.04755,13916.58099,,17.674,16.578,16.11,15.817,15.543
Sy1,212.3153933,53.45607371,0.25872,67788.71431,,20.4445,20.1409,19.2351,18.8739,18.546
Sy1,35.98170296,-0.147076872,0.26976,70267.86044,,20.381,20.095,19.676,19.431,19.098
Sy1,170.8382334,13.73934573,0.24517,64702.4508,0.1918,19.427,18.948,18.422,18.109,17.905
Sy1,40.74351751,-1.057761604,0.18,49171.77751,0.0511,20.086,19.392,18.739,18.3,18.095
Sy1,205.8949367,41.64248935,0.16337,45021.77099,1.4335,18.29,17.748,17.034,16.567,16.29
Sy1,42.41558039,-1.197589709,0.068,19694.2642,,19.6,18.882,19.113,18.644,19.01
Sy1,24.93646136,-0.467730213,0.089865503,25734.93516,,19.583,18.827,18.565,18.138,18.033
Sy1,347.2619215,0.266950026,0.03251,9587.908513,,17.305,15.925,15.3,14.954,14.611
Sy2,41.01251849,53.47452372,0.036,10598.38441,,,,,,
Sy1,348.9012257,1.146418506,0.07174,20737.49875,2.8601,20.077,19.428,19.224,18.867,18.897
Sy1,205.5615469,41.79133385,0.26956,70223.22913,0.3135,19.56,19.333,19.046,18.86,18.519
Sy1,359.3406579,0.435177252,0.09226,26387.90154,,18.118,17.287,17.005,16.635,16.632
Sy1,1.297671387,0.972382953,0.36,89382.25446,1.1673,19.708,19.179,18.514,18.378,18.054
Sy1,10.44210698,1.177067331,0.01819,5403.635789,,16.535,15.122,14.545,14.222,14.053
Sy2,10.96471556,0.104600288,0.1079,30611.57444,,,,16.75,,
Sy1,11.48763005,0.006574696,0.11029,31250.7232,,20.298,18.266,17.307,16.902,16.532
Sy1,13.19862838,1.185250784,0.043673547,12807.35214,,19.144,18.018,17.597,17.369,17.239
Sy2,14.9068594,0.315740472,0.09099,26041.78893,,18.847,17.432,16.735,16.289,16.004
Sy2,159.1491457,5.910577762,0.011777449,3510,,15.81,14.47,13.822,13.505,13.232
Sy1,21.74717394,1.190641633,0.23137,61509.43547,,20.75,19.368,18.4,17.925,17.593
Sy1,23.43586897,0.953131468,0.01924,5712.52874,,18.642,17.792,17.721,17.717,17.606
Sy2,28.293214,1.099061,0.05896,17155.5357,,19.093,17.359,16.516,16.103,15.806
Sy1,37.14011384,0.436112501,0.09,25771.65639,,19.223,18.31,17.989,17.649,17.591
Sy2,172.9365754,15.36029091,0.07869,22665.15009,1.0214,18.946,17.705,17.031,16.582,16.353
Sy1,170.7952078,14.15906221,0.26041,68170.27334,,19.322,18.999,18.33,17.989,17.568
Sy1,41.428127,-0.797091,0.04,11752.0487,,18.611,17.608,17.359,17.173,17.023
Sy1,219.9411139,-1.794964149,0.71798,148054.7124,,19.3291,19.0425,19.0458,18.9599,18.8932
Sy1,116.737371,41.124303,0.08,23026.89485,,19.327,18.487,18.181,17.958,17.967
Sy2,165.016086,13.36379794,0.06428,18652.50017,,19.35,17.866,17.229,16.823,16.598
Sy2,215.8188919,46.14564987,0.07324,21154.74597,,18.01,16.304,15.485,14.983,14.673
Sy1,31.70747,-0.451186,0.06,17448.83585,,19.806,18.713,18.321,18.03,17.913
Sy1,25.679882,-0.108632,0.114259045,32308.48259,,20.193,19.287,18.791,18.456,18.304
Sy1,35.927751,-0.826464,0.11319,32024.02975,,19.51,18.341,17.765,17.396,17.167
Sy1,167.9066318,14.02168576,0.11066,31349.52243,0.6734,19.744,18.477,17.598,17.148,16.854
Sy1,205.7610636,44.83846463,0.06238,18118.83394,,17.28,15.746,15.031,14.578,14.308
Sy2,244.6448739,12.70453479,0.04958,14495.66968,,18.561,16.862,15.982,15.503,15.092
Sy1,12.31989802,1.015572149,0.193033542,52370.45791,,19.972,18.656,17.8,17.386,17.103
Sy1,163.9217011,13.9070823,0.09881,28165.46668,1.235,19.232,18.118,17.622,17.237,17.049
Sy1,10.93433625,2.075812612,0.71669,147884.3795,,20.5854,20.2623,20.1256,20.2189,19.9763
Sy1,204.4306044,45.29527087,0.06385,18531.8168,0.0149,17.145,15.756,15.097,14.741,14.449
Sy1,258.1196647,64.1090927,0.07417,21413.10529,0.3892,18.627,17.779,17.483,17.19,17.13
Sy1,253.043122,63.475704,0.09,25771.65639,,19.123,18.241,17.817,17.438,17.327
Sy1,349.949183,0.086602409,0.18,49171.77751,,20.218,19.14,18.392,17.92,17.705
Sy1,98.04569781,67.72877829,0.23,61189.68192,0.0435,,,,,
Sy1,325.7753666,-29.97132371,0.120299891,33909.61388,0.0386,,,,,
Sy2,206.534072,45.90392265,0.08639,24784.18958,3.045,19.15,17.341,16.486,16.05,15.735
Sy1,206.3142832,46.23690089,0.15427,42717.9692,0.2836,18.975,18.561,18.093,17.71,17.559
Sy1,171.1253061,2.984285305,0.03352,9880.712728,,15.975,15.157,14.993,14.833,14.759
Sy1,207.3687678,46.19055224,0.13134,36808.56614,,17.884,17.497,16.949,16.463,16.311
Sy1,176.722477,19.85717235,0.08218,23627.76116,0.4282,19.116,18.065,17.414,16.978,16.731
Sy2,206.9904301,46.9097214,0.02765,8174.705036,0.0062,19.007,17.545,16.912,16.596,16.346
Sy2,172.5497625,1.82735352,0.0501,14643.81023,,17.312,15.837,15.207,14.838,14.608
Sy2,126.2163657,20.99121857,0.02294,6798.37734,,17.772,16.001,15.187,14.708,14.308
Sy1,243.350809,-9.293785909,0.128588959,36089.47259,0.0321,,,,,
Sy1,121.4340589,11.51120389,0.19912,53848.13015,,,,,,
